Article_id;Authors;Title;Year;Journal;Volume;Issue;1.1.1.1;1.1.1.2.1;1.1.1.2.2;1.1.1.2.3;1.1.1.3;1.1.1.4.1;1.1.1.4.2;1.1.1.4.3;1.1.1.5.1;1.1.1.5.2;1.1.1.6.1;1.1.1.6.2;1.1.1.7;1.1.1.8;1.1.2.1.1;1.1.2.1.2;1.1.2.1.3;1.1.2.1.4;1.1.2.1.5;1.1.2.1.6;1.1.2.1.7;1.1.2.2;1.1.2.3;1.1.2.4;1.1.2.5;1.1.2.6;1.1.2.7;1.1.2.8;1.1.2.9.1;1.1.2.9.2;1.1.2.10;1.1.2.11;1.1.2.12;1.1.2.13;1.1.2.14;1.1.3.1;1.1.3.2;1.1.3.3;1.1.3.4;1.2.1.1.1;1.2.1.1.2;1.2.1.1.3;1.2.1.1.4;1.2.1.2;1.2.1.3.1;1.2.1.3.2;1.2.1.4;1.2.1.5;1.2.2.1.1;1.2.2.1.2;1.2.2.1.3;1.2.2.1.4;1.2.2.2;1.2.2.3;1.2.3.1;1.2.3.2;1.2.3.3;1.2.3.4;2.1.1.1;2.1.1.2;2.1.1.3;2.1.1.4;2.1.1.5;2.1.1.6;2.1.1.7;2.1.1.8;2.1.2.1;2.1.2.2;2.1.2.3;2.1.2.4;2.1.2.5;2.1.2.6;2.1.2.7;2.1.2.8;2.2.1.1;2.2.1.2;2.2.1.3;2.2.1.4;2.2.1.5;2.2.1.6;2.2.1.7;2.2.2.1;2.2.2.2;2.2.2.3;2.2.2.4;2.2.2.5;2.2.2.6;2.2.2.7;2.2.3.1;2.2.3.2;2.2.3.3;2.2.3.4;2.2.3.5;2.2.3.6;2.2.3.7;2.2.3.8;2.2.4.1;2.2.4.2;2.2.4.3;2.2.4.4;2.2.5.1;2.2.5.2;2.2.5.3;2.2.5.4;2.2.5.5;2.2.5.6;2.2.6.1;2.2.6.2;2.2.6.3;2.2.6.4;2.2.6.5;2.2.6.6;2.3.1.1;2.3.1.2;2.3.1.3;2.3.1.4;2.3.1.5;2.3.1.6;2.3.1.7;2.3.2.1;2.3.2.2;2.3.2.3;2.3.2.4;2.3.2.5;2.3.2.6;2.3.3.1;2.3.3.2;2.3.3.3;2.3.3.4;2.4.1.1;2.4.1.2;2.4.1.3;2.4.1.4;2.4.1.5;2.4.1.6;2.4.2.1;2.4.2.2;2.4.2.3;2.4.2.4;2.4.2.5;3.1.1.1;3.1.1.2;3.1.1.3;3.1.1.4;3.1.1.5;3.1.2.1;3.1.2.2;3.1.2.3;3.1.2.4;3.1.2.5;3.1.2.6;3.1.2.7;3.1.3.1;3.1.3.2;3.1.3.3;3.1.3.4;3.1.3.5;3.2.1.1;3.2.1.2;3.2.1.3;3.2.1.4;3.2.1.5;3.2.1.6;3.2.1.7;3.2.1.8;3.2.2.1;3.2.2.2;3.2.2.3;3.2.2.4;3.2.2.5;3.2.3.1;3.2.3.2;3.2.3.3;3.2.3.4;3.2.4.1;3.2.4.2;3.2.4.3;3.2.4.4;3.2.4.5;3.3.1.1;3.3.1.2;3.3.1.3;3.3.1.4;3.3.2.1;3.3.2.2;3.3.2.3;3.3.2.4;3.3.2.5;3.3.3.1;3.3.3.2;3.3.3.3;3.3.4.1;3.3.4.2;3.3.4.3;3.3.4.4;3.3.4.5;3.3.4.6;3.3.4.7;3.4.1.1;3.4.1.2;3.4.1.3;3.4.1.4;3.4.1.5;3.4.2.1;3.4.2.2;3.4.2.3;3.5.1.1;3.5.1.2;3.5.1.3;3.5.1.4;3.5.1.5;3.5.2.1;3.5.2.2;3.5.2.3;3.5.2.4;3.5.3.1;3.5.3.2;3.5.3.3;3.5.3.4;3.5.3.5
827;"Латышева Л.П.; Скорнякова А.Ю.; Черемных Е.Л.; Лаптева Т.Д.; Мельникова Е.В.";Формирование ИКТ-компетенций будущего учителя математики при обучении стохастике в условиях цифровой трансформации образования;2022;Информатика и образование;37;2;0;0;0;0;0;8;0;5;0;0;0;0;0;0;0;0;0;0;0;0;7;9;0;0;0;0;0;0;10;0;0;0;0;0;6;0;8;9;0;0;0;0;0;0;9;5;0;0;0;0;9;10;0;0;0;0;0;7;8;0;0;0;7;0;9;0;0;0;0;6;7;8;0;8;0;0;0;0;0;0;0;9;0;0;0;0;6;0;7;7;6;7;6;6;6;7;5;5;0;0;0;0;6;0;6;0;0;0;0;0;0;0;9;7;7;8;0;0;0;0;6;7;0;6;0;8;0;7;7;0;0;0;0;9;7;0;0;0;0;7;0;9;0;0;0;7;7;6;0;0;8;0;8;9;7;0;0;0;0;0;0;7;7;7;0;7;8;0;7;7;8;7;0;0;8;8;7;0;7;7;0;8;7;0;0;7;0;0;0;6;7;0;9;0;8;0;0;7;7;0;0;0;0;7;0;0;0;7;0;0;8;0;7;0;0;8;0;8;9;0
826;Розов К.В.;Формирование профессиональной готовности будущих учителей информатики к применению технологий искусственного интеллекта;2022;Информатика и образование;37;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;7;9;10;0;5;0;0;6;5;0;0;0;0;0;10;0;0;0;0;0;7;0;8;0;0;0;0;0;0;0;10;0;0;0;0;0;8;10;0;0;0;0;0;0;8;7;7;8;7;0;8;8;0;0;9;0;0;9;0;0;0;0;8;6;7;0;0;6;0;0;0;0;0;0;0;0;0;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;8;8;6;7;6;0;0;0;6;7;0;6;0;7;0;0;7;9;0;0;0;9;7;9;0;0;0;8;0;0;0;0;9;7;7;7;7;7;7;0;0;9;0;0;8;9;0;0;0;9;0;7;0;8;7;7;7;0;9;8;0;0;7;7;0;0;0;8;8;9;8;0;0;0;0;0;6;7;7;10;8;0;0;0;0;0;8;9;0;0;9;9;0;0;8;7;0;0;9;9;8;0;0;8;0;8;8;0
825;Зубрилин А.А.;Единый подход к подготовке будущих учителей информатики в ракурсе формирования цифровых компетенций;2022;Информатика и образование;37;2;0;0;0;0;0;9;0;0;0;0;0;0;0;0;8;9;0;0;8;8;9;7;0;0;0;0;0;0;10;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;10;0;0;0;0;0;9;10;0;0;0;0;0;7;8;0;0;0;0;0;8;8;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;8;0;7;0;7;7;8;0;0;0;0;0;0;0;0;0;0;9;8;0;8;0;0;8;7;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;8;7;0;0;0;0;0;9;0;0;0;8;0;0;0;8;0;0;0;8;9;0;0;0;9;8;8;0;0;0;8;0;0;7;0;7;0;8;8;0;0;8;7;7;0;8;0;8;8;0;0;0;8;0;0;0;0;0;9;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;0
824;"Васева Е.С.; Бужинская Н.В.";Развитие цифровых компетенций будущих учителей в процессе организации межвузовских мероприятий;2022;Информатика и образование;37;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;10;0;0;0;0;0;5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;0;0;0;0;0;8;8;0;0;0;0;0;9;0;0;8;7;0;8;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;10;0;0;8;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;7;0;0;0;0;8;0;0;0;0;0;7;0;10;9;7;0;0;0;0;0;0;0;0;9;0;8;8;7;0;7;8;8;0;0;8;7;0;0;0;0;8;0;0;0;8;8;7;0;0;7;7;8;8;0;9;0;0;8;0;0;0;0;0;7;0;0;0;9;0;0;0;0;0;0;0;8;0;8;9;0
823;"Назаров Д.М.; Ковтун Д.Б.";SAP Analytics Cloud: интеллектуальный сервис цифровой трансформации;2022;Информатика и образование;37;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;6;0;7;0;0;0;0;0;0;0;0;0;0;6;0;0;8;0;0;0;0;0;0;7;8;0;0;0;0;0;0;7;0;0;0;0;9;8;0;9;0;0;9;8;0;0;0;9;0;0;0;0;6;0;0;7;0;6;0;0;0;0;0;0;0;0;9;8;7;7;0;6;0;7;0;0;0;0;0;7;6;0;0;0;0;6;0;0;0;0;7;8;0;0;0;0;0;0;0;9;8;8;0;0;0;7;0;0;0;0;8;7;0;7;8;7;7;0;0;8;0;0;8;0;0;0;8;9;7;0;0;0;7;0;7;0;8;7;0;0;0;7;0;8;0;0;7;8;0;0;0;0;0;0;0;0;0;0;8;0;7;0;0;7;7;8;0;7;0;7;0;0;0;8;0;0;7;0;8;7;0;8;0;7;9;0
822;"Григорьев С.Г.; Вострокнутов И.Е.; Родионов И.В.; Акимова И.В.; Воробьев М.В.";Интеграция основного и дополнительного информационно-технологического образования на основе подготовки учащихся в центрах цифрового образования детей;2022;Информатика и образование;37;2;0;0;0;8;0;0;0;0;0;0;0;0;10;0;0;9;8;7;0;7;0;7;7;0;0;0;0;0;8;0;0;0;0;8;0;0;7;7;0;0;0;8;8;0;0;0;0;0;8;0;0;9;0;0;0;0;0;8;7;0;0;7;0;0;8;8;0;0;0;0;9;9;0;0;0;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;7;7;0;0;8;8;0;0;7;7;0;0;0;0;8;0;0;0;0;0;8;8;7;0;0;0;0;7;0;0;0;7;0;7;0;7;0;0;0;0;0;9;8;0;0;0;0;7;9;7;7;0;0;7;7;0;8;0;8;0;8;9;0;0;7;9;0;0;0;8;7;7;0;7;7;0;7;0;8;8;0;0;7;7;0;0;0;7;0;8;0;0;0;0;0;0;0;7;7;0;8;0;7;0;0;7;0;0;0;0;0;7;0;7;8;8;7;0;7;8;8;0;0;8;0;8;9;0
821;Уваров А.Ю.;Цифровое обновление образования: на пути к «идеальной школе»;2022;Информатика и образование;37;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;7;0;7;0;0;0;5;5;5;0;0;0;0;0;9;0;0;0;8;0;0;0;0;8;7;0;7;0;10;7;7;7;8;8;8;8;8;8;0;8;0;0;0;7;0;0;0;8;0;0;0;0;0;0;0;7;0;7;7;7;7;0;0;0;0;0;8;7;7;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;7;7;0;7;8;8;7;0;0;0;8;8;8;8;0;0;0;0;7;0;0;0;0;7;7;7;7;0;0;7;0;8;8;7;0;0;0;0;0;0;0;0;0;0;7;7;7;7;7;8;8;0;0;7;7;7;7;0;7;7;7;7;0;0;0;0;0;0;7;7;7;8;7;7;0;0;7;7;7;0;0;0;7;0;7;9;9;7;0;7;8;8;7;0;8;0;8;9;8
803;Трубина И.И.;Педагогические условия достижения финалистами олимпиады по искусственному интеллекту высоких результатов;2022;Информатика и образование;37;1;0;0;0;8;0;0;0;0;0;0;0;0;7;0;0;8;10;0;0;0;7;8;7;7;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;9;0;0;0;0;0;7;0;0;0;0;0;0;8;0;0;7;8;7;0;8;8;0;0;7;0;7;7;7;0;8;0;0;0;8;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;7;7;0;0;0;0;8;0;0;0;0;0;8;8;7;7;0;0;0;0;0;8;9;0;0;0;0;0;0;0;0;8;0;8;8;0;0;0;0;9;8;7;7;7;0;8;8;8;8;7;7;0;0;8;7;0;8;8;7;0;0;7;7;7;0;7;7;7;7;0;8;8;7;0;0;0;0;0;0;8;8;8;7;0;0;0;0;0;7;8;8;8;8;8;7;8;0;7;0;0;0;0;0;8;0;0;7;0;7;0;7;0;8;0;0;8;0;8;8;0
802;"Столбова И.Д.; Кочурова Л.В.; Носов К.Г.";О возрастании роли цифровой 3D-модели в проектной деятельности и геометрографическом образовании;2022;Информатика и образование;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;8;0;0;0;0;0;0;7;8;0;0;0;0;0;8;8;7;7;0;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;9;0;8;7;0;0;8;0;0;7;0;0;0;0;0;0;0;0;10;0;8;0;7;0;0;0;9;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;7;8;0;0;0;8;0;0;0;8;0;8;0;0
801;"Андрюшкова О.В.; Карева М.А.; Фишгойт Л.А.; Марушина Е.В.";Интерактивные модули LMS Moodle в управлении мотивацией студентов;2022;Информатика и образование;37;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;8;8;0;0;0;0;9;0;0;0;0;0;0;8;0;0;7;0;0;0;7;0;0;0;7;0;8;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;7;0;7;7;7;7;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;0;0;0;7;0;0;0;0;8;0;0;9;0;0;8;0;9;0;0;0;0;0;8;0;0;9;0;0;9;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;7;7;7;0;0;0;7;0;0;7;7;7;7;0;9;0;8;9;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;8;8;0;0;0;8;0;7;7;0;0;0;8;0;8;0;0;8;0;8;8;0
800;"Маркушевич М.В.; Федосов А.Ю.";Основные методические подходы к использованию свободного программного обеспечения в курсе информатики на уровне основного общего образования;2022;Информатика и образование;37;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;8;0;0;9;0;0;0;0;0;7;0;8;0;0;0;0;7;8;0;0;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;9;8;6;9;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;6;9;0;0;0;0;7;8;8;8;0;8;0;7;9;7;0;0;8;0;0;0;0;0;7;0;8;9;7;8;7;0;9;7;0;7;7;7;0;8;8;0;7;7;7;0;8;7;0;7;7;8;0;0;7;0;0;0;7;0;0;0;0;0;0;0;0;8;8;7;0;7;0;0;0;0;8;0;8;9;8
799;Бурняшов Б.А.;Импортозамещение программного обеспечения учебного процесса российских вузов;2022;Информатика и образование;37;1;0;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;7;7;0;0;0;0;9;8;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;8;0;0;7;7;0;0;0;0;0;0;0;0;0;8;7;5;0;0;0;0;0;0;0;8;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;6;6;6;6;0;0;0;5;5;5;5;5;0;6;0;7;0;0;0;0;8;8;9;0;0;0;0;7;8;0;0;7;7;0;0;0;0;0;0;0;0;8;7;0;0;0;0;0;0;0;0;8;0;6;6;6;6;6;7;7;0;0;8;8;7;0;8;0;7;7;0;0;8;8;8;0;0;7;7;7;8;0;7;0;0;7;6;6;0;0;0;6;0;6;8;8;7;7;7;0;7;0;0;8;0;8;9;8
798;"Леонова Е.А.; Боровская Е.В.; Дмитриева О.А.";Педагогический хакатон как способ совместного проектного обучения будущих педагогов и студентов ИТ-направлений;2022;Информатика и образование;37;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;5;6;0;0;0;0;7;6;6;0;0;0;0;0;9;0;0;0;0;0;8;0;7;0;0;0;0;0;0;0;10;0;0;0;0;0;9;9;0;0;0;0;0;8;8;0;0;8;0;0;10;8;0;7;0;0;8;8;9;0;0;0;7;7;0;0;0;6;0;0;0;0;0;0;0;8;0;6;7;0;0;0;0;9;0;0;0;7;0;0;0;0;6;0;0;6;0;0;10;0;0;8;0;0;0;0;7;0;7;7;0;7;0;0;7;8;0;0;0;9;7;0;0;0;0;8;0;0;0;0;8;8;8;8;0;0;8;0;8;8;0;0;7;7;0;7;7;7;7;7;0;8;9;0;8;8;9;8;0;0;8;8;7;7;0;8;8;8;8;0;0;0;0;0;0;0;0;9;9;7;7;8;0;8;7;7;0;0;0;8;0;7;7;7;7;0;7;8;7;0;0;8;0;8;8;7
797;"Панишева О.В.; Логинов А.В.";Формирование навыков цифрового этикета у студентов педагогических вузов;2022;Информатика и образование;37;1;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;9;0;0;0;0;0;0;5;0;0;0;0;9;0;9;0;0;0;0;0;0;8;7;0;7;0;0;0;0;7;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;8;8;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;9;0;8;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;8;0;0;0;0;8;8;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;8;0;9;0;0;9;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;10;0
796;Редакционная с.;Итоги XVIII Всероссийского конкурса научно-практических работ ИНФО-2021;2022;Информатика и образование;37;1;8;8;8;8;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;0;5;0;8;0;8;9;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
765;"Смирнов М.В.; Поленок В.М.";Опыт разработки веб-приложения для моделирования реляционных баз данных с функцией прямого инжиниринга для обучения студентов технических специальностей;2021;Информатика и образование;0;9;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;10;0;0;8;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;9;7;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;9;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;7;0;0;8;0;0;0;0;10;7;0;0;7;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;8;0;8;7;0
764;"Стоянов С.Н.; Глушкова Т.А.; Стоянова-Дойчева А.Г.; Крастева И.К.";Виртуальное образовательное пространство: концепция, архитектура, применение;2021;Информатика и образование;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;6;0;9;8;0;0;0;0;6;0;7;7;0;0;0;0;8;0;0;0;8;0;0;0;7;0;7;0;8;7;0;6;8;9;0;7;7;0;0;10;0;0;8;8;0;0;0;9;0;0;0;0;6;0;0;0;0;7;0;9;0;0;0;0;0;0;8;6;0;0;0;0;7;0;0;0;0;0;0;0;8;0;0;0;0;0;0;7;0;0;8;9;0;7;0;0;0;0;0;8;7;0;0;0;0;6;0;0;0;0;7;0;0;0;0;0;6;0;0;8;0;0;7;0;0;0;0;8;0;0;0;0;7;0;7;0;7;0;0;0;0;8;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;0;0;0;0;0;0;0;7;0;7;8;0
762;"Половина И.П.; Шестаков А.П.; Захарова В.А.; Егоров К.Б.";Независимая оценка сформированности отдельных цифровых навыков обучающихся общеобразовательных организаций: подходы и результаты;2021;Информатика и образование;0;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;6;0;0;0;0;0;0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;10;0;0;0;0;0;0;7;0;0;9;7;6;0;0;0;0;8;0;0;6;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;0;8;0;8;0;8;0;0;0;6;0;0;0;0;0;8;0;0;0;8;0;0;9;9;7;0;7;0;0;0;0;8;7;0;0;0;0;0;7;7;0;8;0;0;7;7;6;7;9;0;0;8;0;0;8;9;0;0;0;6;6;0;8;0;8;0;0;8;8;8;0;0;0;9;0;0;7;0;0;0;7;0;8;0;0;8;0;8;9;0
761;"Руцкая К.А.; Буторин А.Н.";Мотивация обучающихся к физической активности в процессе обучения программированию;2021;Информатика и образование;0;9;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;9;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;7;0;0;0;0;0;10;0;0;0;0;0;5;0;0;5;0;0;0;0;0;7;0;0;0;0;7;0;0;6;0;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;6;0;6;0;0;0;0;6;0;6;0;0;0;7;0;0;0;0;9;0;0;8;0;9;0;0;0;0;0;0;0;0;0;0;0;0;8;0;6;0;7;0;0;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;9;0;8;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;9;0;0;8;0
760;"Косова Е.А.; Гапон А.С.; Редкокош К.И.";Исследование доступности электронных образовательных ресурсов на университетской платформе Moodle;2021;Информатика и образование;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;5;5;0;0;0;0;8;8;0;7;10;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;10;0;0;7;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;8;0;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;5;5;5;0;0;0;8;0;0;0;0;0;9;0;8;8;0;0;0;0;8;8;8;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;7;0;0;0;0;0;7;0;6;6;0;0;0;7;0;0;0;8;8;6;7;7;6;0;6;0;0;7;7;0;0;0;0;0;0;7;0;7;0;0;0;7;7;0;0;0;7;0;6;7;0;7;0;7;8;8;0;0;8;0;8;9;8
759;"Абдуразаков М.М.; Батыгов З.О.";Современные проблемы обеспечения информационной безопасности в образовательно-педагогической сфере;2021;Информатика и образование;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;8;7;7;7;0;0;0;0;0;8;0;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;9;0;0;0;0;6;9;0;0;0;0;9;0;0;0;0;0;8;8;9;9;0;7;0;0;0;0;7;0;0;0;6;6;0;0;0;8;8;7;0;0;7;0;0;10;0;0;7;0;0;9;9;8;0;0;8;7;0;8;0;8;0;0;9;0;0;0;0;0;0;0;0;8;0;7;0;7;0;0;0;0;0;0;8;7;0
758;"Григорьев С.Г.; Родионов М.А.; Кочеткова О.А.";Образовательные возможности технологий дополненной и виртуальной реальности;2021;Информатика и образование;0;10;0;0;0;8;0;0;0;0;0;0;0;0;0;0;7;8;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;7;0;0;0;0;9;9;0;0;0;0;0;8;0;0;9;0;0;6;0;0;7;6;6;0;7;0;0;7;7;0;0;0;7;8;7;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;6;0;0;10;10;0;0;0;0;0;0;0;0;7;0;0;0;0;0;8;8;7;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;8;7;0;0;0;0;0;8;0;0;0;6;6;6;6;0;0;7;0;8;9;7;0;0;7;0;0;0;0;0;7;0;6;7;0;6;6;7;7;0;0;8;7;6;0;0;7;0;7;7;0;0;0;0;0;0;0;7;0;8;0;7;0;0;7;6;0;0;0;0;7;0;6;7;7;6;0;6;0;7;0;0;8;0;8;9;7
757;Аникьева М.А.;Применение графов знаний в образовательной среде для персонализированного обучения;2021;Информатика и образование;0;10;0;0;0;0;0;5;5;5;0;0;0;0;7;0;7;0;8;7;0;0;7;8;0;0;0;0;0;0;7;0;0;0;0;0;0;0;9;0;0;0;0;0;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;8;8;8;7;0;10;0;8;8;8;8;0;8;8;9;9;9;0;0;8;7;0;0;0;8;0;0;8;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;8;7;7;7;0;0;7;7;0;0;0;0;8;7;7;7;0;0;0;7;7;7;7;7;7;8;7;7;7;0;0;8;0;9;9;8;0;0;0;8;9;8;0;0;8;7;0;8;8;7;8;0;7;8;7;0;7;7;7;7;7;7;7;7;0;7;7;7;7;7;8;8;7;0;7;7;7;7;7;8;8;7;7;0;0;0;0;0;7;7;7;8;8;7;7;7;0;7;7;7;7;7;7;7;7;7;9;9;8;8;8;8;8;7;0;8;7;8;9;8
